"Symbol","StkShortName","IPODate","Ownership","DelistedDate","Board","IndustryNameB","IndustryCodeB","IndustryNameA","IndustryCodeA","RegisterCapital","BusinessScope"
"300167","迪威迅","2011-01-25","私营企业","","创业板","软件和信息技术服务业","I65","公用事业","0002","300240000","一般经营项目:智慧城市规划设计、建设、运营、技术开发,智慧城市相关软件、硬件设计及外围设备、通讯设备采购及售后服务;信息系统集成软件和技术服务包括咨询设计、软件开发、系统集成、运行维护(包括运行维护、数据处理、运营维护);计算机系统集成、电子产品、通讯产品的设计、制造及销售;激光工程投影仪、激光电影放映机、激光电视的生产、销售;安防工程安装,视频监控系统、智能系统工程的设计、施工及维护;地理信息系统工程、无线数据终端的研发及生产;城市管理信息采集服务;投资兴办实业(具体项目另行申报);国内贸易(不含专营、专控、专卖商品);经营进出口业务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营);自有物业租赁;投资咨询(具体项目另行申报)。许可经营项目:通讯设备、通讯软件及系统集成的生产。"
"300168","万达信息","2011-01-25","私营企业","","创业板","软件和信息技术服务业","I65","公用事业","0002","1139853948","计算机专业领域内的技术咨询、开发、转让、培训、承包、中介、入股及新产品的研制、试销,计算机及配件,普通机械及电器机械与器材,经济信息咨询服务,机械电器设备租赁,电子产品及通信设备销售,计算机信息系统集成,建筑智能化系统集成,(设计、施工),机场空管工程及航站楼弱电系统工程,医疗器械经营(详见医疗器械经营企业许可证),自营进出口,电信业务。【依法须经批准的项目,经相关部门批准后方可开展经营活动】"
"300169","天晟新材","2011-01-25","私营企业","","创业板","橡胶和塑料制品业","C29","工业","0005","325984340","高性能膜材料、胶带用纸制品的印刷、胶粘制品、光电材料、特种功能及新型复合材料、新型墙体材料、保温材料、建筑用隔热及吸声材料的研发、生产和销售;塑料制品、橡胶制品制造(限分支机构经营);现代轨道交通车辆整体制造设计;轨道交通信号系统、通信及综合监控系统及设备的设计、制造及销售自产产品,提供与上述业务有关的技术咨询,提供相关系统和产品的设计集成、工程承包、安装、售后及维修服务;轨道车辆配件、载马挂车、旅居车、营地车、旅居挂车及其零部件、车载配套设施、船舶配件、机械零部件、机电设备及金属制品的生产、加工及销售;化工原料、普通机械销售;旅游项目及汽车露营地的投资、运营、加盟及管理;木屋、户外用品和自驾游产品的代理、销售及保养和租赁;房屋及设备租赁;技术咨询服务;自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)许可项目:第三类医疗器械经营(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以审批结果为准)一般项目:高性能有色金属及合金材料销售;煤炭及制品销售;建筑材料销售;第二类医疗器械销售(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)"
"300170","汉得信息","2011-02-01","中外合资","","创业板","软件和信息技术服务业","I65","公用事业","0002","177447774","研究、开发和生产计算机软件、信息系统和网络产品，从事信息系统和数据管理系统的安装以及信息系统的集成，提供技术开发、咨询服务以及与该服务相关的客户支援服务，提供整体企业信息系统解决方案，销售公司自产产品。（涉及许可证经营的凭许可证经营）。"
"300171","东富龙","2011-02-01","私营企业","","创业板","专用设备制造业","C35","工业","0005","628337040","化工机械、生物医药机械、仪表自动化、制药工程科技咨询、技术开发、转让、服务、自身开发产品销售、代购代销,从事货物及技术的进出口业务,环保设备销售,消毒产品研发及销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300172","中电环保","2011-02-01","私营企业","","创业板","生态保护和环境治理业","N77","公用事业","0002","520710550","环保、电力、化工、水处理设备的研发、设计、制造、系统集成及销售;自动控制、计算机软件、仪器仪表研发、设计、系统集成及销售;工程总承包、施工、安装、调试、技术服务及设备运营;市政公用工程;机电设备安装;高科技产业投资。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300173","福能东方","2011-02-01","私营企业","","创业板","专用设备制造业","C35","工业","0005","586180503","研发、生产、安装、销售:卷筒材料、印刷、涂布自动化专用设备;智能机器人、自动化装备、智能自动化生产系统、物流仓储系统、生产辅助系统、控制软件、智能化数控系统、信息技术与网络系统的设计、开发、技术咨询、服务、转让;经营本企业自产产品及技术的出口业务和本企业所需的设备、零配件、辅助材料及技术的进出口业务,但国家限定公司经营或禁止进出口的商品及技术除外。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"300174","元力股份","2011-02-01","私营企业","","创业板","化学原料及化学制品制造业","C26","工业","0005","309903168","生产活性炭系列产品【含食品添加剂、植物活性炭(木质活性炭)】;经营本企业自产产品及技术的出口业务;经营本企业生产所需的原辅材料、机械设备、零配件及技术的进出口业务(国家限定公司经营和国家禁止进出口的商品及技术除外);经营进料加工和“三来一补”业务;药用辅料(药用炭)的生产。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300175","朗源股份","2011-02-15","私营企业","","创业板","农副食品加工业","C13","工业","0005","470800000","农副食品的种植、加工、储存及销售;预包装食品销售;食品添加剂制造及销售;包装制品的生产、销售(有效期以许可证为准);调味品的批发及零售;第一类增值电信业务中的互联网数据中心业务、第一类增值电信业务中的互联网接入服务业务(以许可证为准);货物及技术的进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300176","派生科技","2011-02-15","私营企业","","创业板","汽车制造业","C36","工业","0005","387280800","设计、制造、加工、销售:铝合金精密压铸件、汽车零配件、汽车双离合器变速器(DCT)关键零件及部件、通讯类零配件;自有设备租赁(非监管设备);互联网信息服务;互联网信息技术开发、技术咨询、技术转让;股权投资;投资咨询(不含金融、证券、期货咨询);经济信息咨询服务;电子结算系统的开发;数据处理和存储服务;企业征信服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300177","中海达","2011-02-15","私营企业","","创业板","计算机、通信和其他电子设备制造业","C39","工业","0005","436923611","研究和试验发展(具体经营项目请登陆广州市商事主体信息公示平台查询。依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"300178","腾邦国际","2011-02-15","私营企业","","创业板","商务服务业","L72","公用事业","0002","618288803","经营国际、国内航线或香港、澳门、台湾地区的航空客运销售代理业务(危险品除外);酒店订房服务;会务策划;经济信息咨询(不含限制项目);旅游资讯、旅游产品及旅游工艺品的购销;计算机软硬件、多媒体和网络系统的设计、技术开发;经营进出口业务(按深贸进准字第[2001]0117号经营);火车票销售代理;股权投资;商旅管理服务。互联网信息服务;保险兼业代理业务。"
"300179","四方达","2011-02-15","私营企业","","创业板","非金属矿物制品业","C30","工业","0005","120000000","人造聚晶金刚石烧结体、人造金刚石复合片、立方氮化硼烧结体、立方氮化硼复合片、人造金刚石制品及立方氮化硼制品的研制、开发、生产与销售。经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进出口业务（凭证），但国家限定公司经营或禁止进出口商品及技术除外。金属制品及零配件的研制、开发、生产、销售。"
"300180","华峰超纤","2011-02-22","私营企业","","创业板","橡胶和塑料制品业","C29","工业","0005","1703753565","超细纤维聚氨酯合成革(不含危险化学品)、聚氨酯革用树脂的研发、生产,化工产品(除危险品)、塑料制品、皮革制品的销售,从事货物与技术进出口业务。【依法须经批准的项目,经相关部门批准后方可开展经营活动】"
"300181","佐力药业","2011-02-22","私营企业","","创业板","医药制造业","C27","工业","0005","608624848","药品的生产、销售(凭许可证经营);食品的生产、销售(凭许可证经营);保健食品原料(发酵虫草菌粉)的生产加工及销售;植物提取物的生产、销售;经营进出口业务;技术咨询服务,投资咨询,市场策划。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300182","捷成股份","2011-02-22","私营企业","","创业板","广播、电视、电影和影视录音制作业","R86","公用事业","0002","171024500","许可经营项目:无一般经营项目:技术开发、技术转让、技术服务、技术咨询;计算机技术培训;投资管理;计算机系统服务;数据处理;基础软件服务;应用软件服务;销售计算机、软件及辅助设备。(未取得行政许可项目除外)"
"300183","东软载波","2011-02-22","私营企业","","创业板","软件和信息技术服务业","I65","公用事业","0002","462609137","计算机软件开发及配套技术服务。研发、设计、生产、销售:无线电通信设备(不含卫星地面接收设备)、电力产品、配电自动化设备、电子产品、仪器仪表、采集终端、商用密码产品、低压电器产品;集成电路设计及销售;建筑智能化工程设计及施工;电力工程及电力设施承装(修);计算机配件维修。批发、零售、代购、代销:计算机、软件、办公设备;经营本企业进出口业务和本企业所需机械设备、零配件、原辅材料的进出口业务(国家限定公司经营或禁止进出口商品除外);经营本企业进料加工和“三来一补”业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300184","力源信息","2011-02-22","中外合资","","创业板","批发业","F51","商业","0006","1178158222","电子产品、电子元器件、信息技术及相关成套产品方案的开发、研制、生产、销售及技术服务;货物及技术进出口贸易;自有房屋租赁(含水电),集成电路芯片及集成电路模块的设计、开发、测试、封装、销售及技术服务。(上述经营范围不涉及外商投资准入特别管理措施;依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300185","通裕重工","2011-03-08","私营企业","","创业板","通用设备制造业","C34","工业","0005","3267743928","大型锻件坯料、电渣锭、锻件、管模、数控机床、通用机械非标准设备制造、销售;货物及技术进出口业务;铸件、焊接件、桥式起重机、门式起重机、压力容器、非标成套核电设备设计、制造、销售;钢结构工程专业承包。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300186","大华农","2011-03-08","私营企业","2015-11-02","创业板","医药制造业","C27","工业","0005","539340000","生产:兽用胚毒灭活疫苗、细胞毒灭活疫苗、细菌灭活疫苗、胚毒 活疫苗、细胞毒活疫苗、细菌活疫苗、饲料添加剂;销售:兽用生物制品、饲料添加剂、兽用化学药品、中药制剂、外用杀虫剂、消毒剂、原料药、生化药品、中药材(中药饮片)及相关技术的咨询服务;生产、销售:普通级五指山小型猪实验动物。(以上项目持有效许可证经营)。货物和技术进出口(法律、行政法规禁止的除外;法律、行政法规限制的项目需取得许可后方可经营)。[以下项目由分公司持有效许可证经营]:生产:兽用粉剂、预混剂、散剂、颗粒剂、口服溶液剂、粉针剂、消毒剂(液体)、最终灭菌大容量注射剂(非静脉注射)、最终灭菌小容量注射剂;销售:兽用生物制品、兽用化学药品、中药制剂、外用杀虫剂、消毒剂、原料药、生化药品、中药材(中药饮片)。(依法须经批准的项目,经相关部门批准后方可开展经营活动。) "
"300187","永清环保","2011-03-08","私营企业","","创业板","生态保护和环境治理业","N77","公用事业","0002","200340000","大气污染防治、新能源发电、火力发电、污染修复和固体废弃物处理工程的咨询、设计、总承包服务及投资业务,城市环境污染治理设施运营,建设项目环境影响评价(上述项目涉及行政许可经营的凭许可证经营)"
"300188","美亚柏科","2011-03-16","私营企业","","创业板","软件和信息技术服务业","I65","公用事业","0002","496340506","系统集成、计算机软件开发;信息咨询服务(不含证券、期货等需经许可的金融、咨询业务);批发零售电子计算机、网络设备、通信设备;代制作网页、服务器内存空间出租、网站建设;互联网上网服务(限分公司经营)。经营各类商品和技术的进出口(不另附进出口商品目录)但国家限定公司经营或禁止进出口的商品及技术除外;国内版电子出版物批发零售:非限定发行范围进口电子出版物零售(有效期至2013年12月31日);计算机软件、硬件设备租赁。经国家密码管理机构批准的商用密码产品的开发、生产(有效期自2012年11月22日至2015年11月22日)。(以上经营范围涉及许可经营项目的,应在取得有关部门的许可后方可经营)"
"300189","神农科技","2011-03-16","私营企业","","创业板","农业","A01","综合","0004","1024000000","主要农作物种子生产;农作物种子经营;农作物种子进出口;农药批发;肥料销售;饲料生产;畜牧渔业饲料销售;食品生产;食用农产品初加工;食品经营;水产养殖;水产苗种生产;水产苗种进出口;水产品批发;水产品零售;渔业加工废弃物综合利用;渔业捕捞;海洋环境服务;农、林、牧、副、渔业专业机械的销售;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;智能农业管理;保健食品生产;休闲观光活动。(一般经营项目自主经营,许可经营项目凭相关许可证或者批准文件经营)(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"300190","维尔利","2011-03-16","私营企业","","创业板","生态保护和环境治理业","N77","公用事业","0002","814112830","环保设备的设计、集成、制造(限分支机构)、销售、研发、加工和维修;环保工程的设计、承包、施工、安装,并提供相关技术咨询和技术服务;环保工程系统控制软件的开发及维护、软件产品销售;机电设备安装工程的设计、承包、施工、安装,并提供相关技术咨询和技术服务;环境污染治理设施的投资、运营;光伏发电和电能销售;自营和代理各类商品及技术的进出口业务,但国家限定企业经营或禁止进出口的商品和技术除外。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300191","潜能恒信","2011-03-16","私营企业","","创业板","开采辅助活动","B11","工业","0005","320000000","研究、开发提高原油采收率新技术；技术咨询；技术服务；货物进出口、技术进出口、代理进出口。(不涉及国营贸易管理商品，涉及配额、许可证管理商品的按照国家有关规定办理申请。)"
"300192","科德教育","2011-03-22","私营企业","","创业板","化学原料及化学制品制造业","C26","工业","0005","297023415","生产、销售:油墨;销售:纸张、印刷机械及配件、PS版、橡皮布、印刷材料;自营和代理各类商品及技术的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)一般项目:技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;以自有资金从事投资活动;企业管理咨询;教育咨询服务(不含涉许可审批的教育培训活动)(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)"
"300193","佳士科技","2011-03-22","私营企业","","创业板","通用设备制造业","C34","工业","0005","506901310","焊割设备及配件、五金制品、电子设备、电源设备及配件、焊接材料、机器人及自动化关键器件的研发、生产、加工、销售及技术服务;机器人系统集成业务的研发及市场推广;焊割设备相关软件销售及技术服务;焊割设备租赁及房屋租赁;货物及技术进出口(以上项目均不含法律、行政法规、国务院决定规定需前置审批及禁止项目)。"
"300194","福安药业","2011-03-22","私营企业","","创业板","医药制造业","C27","工业","0005","260130000","普通货运;生产、销售(限本企业自产产品)无菌原料药、非无菌原料药。(以上经营范围按相关许可证核定事项及期限从事经营)*研究、开发精细化工产品、专用化学品(不含危险化学品);生产、销售化工产品(不含危险化学品);技术转让,货物进出口(以上经营范围法律、行政法规禁止的不得经营;法律、行政法规规定需要取得许可或审批的,未经许可或审批前不得经营)。"
"300195","长荣股份","2011-03-29","私营企业","","创业板","专用设备制造业","C35","工业","0005","423387356","印刷设备、包装设备、检测设备、机械设备、精密模具的研制、生产、销售及租赁;本企业生产产品的技术转让、技术咨询、技术服务;计算机软件技术开发、销售及相关技术服务;货物及技术的进出口(法律、行政法规另本公司及董事会全体成员保证信息披露内容的真实、准确和完整,没有虚假记载、误导性陈述或重大遗漏。有规定的除外);包装装潢印刷品和其他印刷品印刷;第二医疗器械生产、销售。(以上经营范围涉及行业许可的凭许可证件,在有效期内经营,国家有专项专营规定的按规定办理)(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300196","长海股份","2011-03-29","私营企业","","创业板","非金属矿物制品业","C30","工业","0005","408700379","玻璃钢制品、蓄电池配件、玻璃纤维制品的制造、加工,塑料制品、电器机械及器材、交电的销售;经营本企业自产产品及技术的出口业务;经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务(国家限定公司经营和国家禁止进出口的商品和技术除外);经营进料加工和“三来一补”业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300197","铁汉生态","2011-03-29","私营企业","","创业板","生态保护和环境治理业","N77","公用事业","0002","2279480422","环境治理、生态修复;市政公用工程施工总承包;环保工程专业承包;地质灾害治理工程勘查、设计、施工;水土保持工程;造林工程规划设计与施工;城乡规划编制;环境工程设计;市政行业工程设计;风景园林工程设计;园林绿化工程施工和园林养护;旅游项目规划设计、旅游项目建设与运营(具体项目另行申报);公园管理及游览景区管理;销售生物有机肥;农产品的生产和经营;苗木的生产和经营;自有物业租赁、物业管理;投资兴办实业(具体项目另行申报);企业管理服务;建筑、市政、环境、水利工程咨询;咨询服务。生态环保产品的技术开发(不含限制项目);国内贸易(不含专营、专卖、专控商品)。"
"300198","纳川股份","2011-04-07","私营企业","","创业板","橡胶和塑料制品业","C29","工业","0005","1031548540","塑料管道生产销售;钢管塑料防腐处理及塑料防腐钢管成品销售;塑料原料、机电设备销售;管道材料研发与销售,管道设备研发与销售;管道安装(不含特种设备);化工材料、管材及给排水产品进出口;提供工程技术咨询服务;新能源技术的开发、咨询、交流、转让、推广服务;汽车零部件及配件的研发、销售;汽车租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300199","翰宇药业","2011-04-07","私营企业","","创业板","医药制造业","C27","工业","0005","400000000","生产经营片剂、硬胶囊剂、颗粒剂、小容量注射剂、冻干粉针剂、原料药（按照粤20110125号《药品生产许可证》批准的种类生产，许可证有效期至2015年12月31日）"
"300200","高盟新材","2011-04-07","私营企业","","创业板","化学原料及化学制品制造业","C26","工业","0005","426229073","生产粘合剂、涂料、油墨;销售建筑材料、化工材料(不含危险化学品)、机械电子设备、仪器仪表、计算机;技术开发、咨询;经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务,但国家限定公司经营或禁止进出口的商品及技术除外;货物进出口;代理进出口;技术进出口。(市场主体依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。)"
"300201","海伦哲","2011-04-07","中外合资","","创业板","专用设备制造业","C35","工业","0005","1040921518","设计、制造专用汽车、工程机械、建设机械、环保机械等产品,消防自动系统、自动化消防设备、自动灭火系统、湿式自动喷水系统、智能控制系统及工业机器人制造,销售自产产品;提供售后维修服务;设备租赁;机械、汽车、电子行业技术服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300202","聚龙股份","2011-04-15","私营企业","","创业板","通用设备制造业","C34","工业","0005","549504000","金融办公自动化设备制造、设计,经营及有关技术咨询和技术服务;金融办公自动化设备产品、配件、材料的销售业务和进出口业务,但国家限定公司经营或禁止进出口的商品及技术除外;接受合法委托,提供有价证券及现金处理外包服务和营业自助设备的运营管理业务。销售计算机、软件及辅助设备、电子产品、通讯设备(不含卫星通讯设备)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"300203","聚光科技","2011-04-15","私营企业","","创业板","仪器仪表制造业","C40","工业","0005","452517400","光机电一体化产品和相关软件的研究、开发、生产(凭许可证经营)、安装;销售自产产品及相关的技术咨询和服务;仪器仪表、机械设备、汽车的销售;机械、电气、仪表、电信和控制系统设备的运营维护及检修服务,计算机软件开发、销售、技术服务及系统集成;计算机自动控制及监视系统设计与安装;环保工程、机电工程、电子工程、消防设施工程、市政工程、水利水务工程、节能工程的设计、施工,园林植物种植、销售,生态修复工程、园林绿化工程、园林景观工程的设计、施工,园林养护,环保产品开发和相关技术服务,企业管理咨询,建筑劳务服务,从事进出口业务。(以上范围不含国家法律法规禁止限制及许可经营的项目)(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"300204","舒泰神","2011-04-15","私营企业","","创业板","医药制造业","C27","工业","0005","476034544","生产片剂、硬胶囊剂、散剂、治疗用生物制品(注射用鼠神经生长因子)、口服溶液剂(药品生产许可证有效期至2020年12月13日);医药技术开发、生物制品开发、货物进出口、代理进出口、技术进出口。(市场主体依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。)"
"300205","天喻信息","2011-04-21","国营或国有控股","","创业板","计算机、通信和其他电子设备制造业","C39","工业","0005","430056000","计算机及其外部设备、计算机网络、通信、电子、自动化控制系统、仪器仪表、光机电一体化、电子标签、智能卡、磁条卡、刮刮卡及其相关设备等相关产品的开发、生产、销售、技术服务(不含金融储值类业务,不含法律、行政法规、国务院决定规定应经许可经营的项目);承接社会公共安全工程;商用密码产品的开发、生产(有效期至2016年7月4日)、销售(有效期至2016年10月30日)(以上产品凭许可证在核定的范围内从事经营);商品和技术的进出口(国家限定或禁止进出口的商品和技术除外)。"
"300206","理邦仪器","2011-04-21","私营企业","","创业板","专用设备制造业","C35","工业","0005","581721846","II类、III类6821医用电子仪器设备,II类6822医用光学器具、仪器及内窥镜设备,II类6823医用超声仪器及有关设备,II类6840体外诊断试剂,II类6840临床检验分析仪器"
"300207","欣旺达","2011-04-21","私营企业","","创业板","电气机械及器材制造业","C38","工业","0005","244400000","电池、充电器、精密模具、精密注塑、仪器仪表、工业设备的开发、生产、销售(生产在分公司进行)，兴办实业(具体项目另行申报)，国内商业、物资供销业，货物及技术进出口；软件开发及销售；锂离子电池、蓄电池、蓄电池组的实验室检测、技术咨询服务(以上项目均不含法律、行政法规、国务院决定规定需前置审批及禁止项目)；普通货运(有效期至2015年09月06日)。"
"300208","青岛中程","2011-04-26","私营企业","","创业板","电气机械及器材制造业","C38","工业","0005","749475000","电力系统发供电设备设计、制造、安装、调试、修理;批发、零售:电力材料;货物及技术进出口;机械成套装备;变电站:设备总成、运行保养及维护、工程总包;软件的开发、销售及技术服务;自有资金对外投资。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"300209","天泽信息","2011-04-26","私营企业","","创业板","软件和信息技术服务业","I65","公用事业","0002","423732024","电子计算机软件开发、应用及技术服务,卫星监控系统研制、开发,电子产品、通信设备、机械设备、保安器材及监控系统的研发、生产、销售、租赁,计算机系统集成,现代农业技术研究、技术开发、技术服务、技术推广、技术转让,科研项目开发,技术成果转让,经济信息咨询服务,国内贸易,自营和代理各类商品及技术的进出口业务,第二类增值电信业务(按增值电信业务经营许可证经营)"
"300210","森远股份","2011-04-26","私营企业","","创业板","专用设备制造业","C35","工业","0005","484219953","公路筑养护设备、除雪设备、市政环卫设备、港口设备、铁路养护设备、机场养护设备、特种设备的开发、制造及销售;公路养护施工。经营货物及技术进出口;设备租赁;增材制造装备研发、设计、制造;增材制造设备销 售、租赁;对外提供增材制造技术咨询、加工服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"300211","亿通科技","2011-05-05","私营企业","","创业板","计算机、通信和其他电子设备制造业","C39","工业","0005","302675973","有线电视网络设备、数字化用户信息网络终端产品、通信设备、智能化监控设备、网络系统集成设备的生产、销售、服务;电子系统工程、通信系统工程、安全技术防范系统工程及消防和建筑智能化系统工程的设计、安装、调试;信息系统设备的设计、销售、服务;电子产品、电子元器件的研发、销售、服务;物联网及应用技术领域的技术开发、技术咨询、技术服务;计算机硬件、软件的研发、技术转让、技术咨询服务;计算机系统集成;货物或技术进出口(国家禁止或涉及行政审批的货物和技术进出口除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300212","易华录","2011-05-05","国营或国有控股","","创业板","软件和信息技术服务业","I65","公用事业","0002","134000000","技术进出口、货物进出口、代理进出口；法律、行政法规、国务院决定禁止的，不得经营；法律、行政法规、国务院决定规定应经许可的，经审批机关批准并经工商行政管理机关登记注册后方可经营；法律、行政法规、国务院决定未规定许可的，自主选择经营项目开展经营活动。"
"300213","佳讯飞鸿","2011-05-05","私营企业","","创业板","计算机、通信和其他电子设备制造业","C39","工业","0005","126000000","许可经营项目：生产、制造数字调度设备、专用通信设备。一般经营项目：电子产品、通信设备、安防设备、监控设备、电气机械、自动控制设备、仪器仪表、专用设备、办公用机械的技术开发、技术咨询、技术服务；通信及自动化控制、计算机软硬件及网络系统的设计、开发、集成、安装、调试和服务；应急通信车销售；货物进出口、技术进出口、代理进出口。"
"300214","日科化学","2011-05-11","私营企业","","创业板","化学原料及化学制品制造业","C26","工业","0005","405000000","压缩气体及液化气体:1,3-丁二烯、易燃液体:苯乙烯、丙烯酸乙酯、丙烯酸正丁酯、甲基丙烯酸正丁酯、异丁烯酸甲酯、异丁烯酸乙酯的批发(无仓储,有效期至2015年8月29日)(有效期限以许可证为准)。塑料助剂、塑料添加剂、化工产品(不含危险品)研发、生产、销售及该产品的进出口业务(涉及许可证经营的凭许可证生产经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"300215","电科院","2011-05-11","私营企业","","创业板","专业技术服务业","M74","公用事业","0002","758322487","开展各类发电设备、输变电设备、机电设备、高低压电器元件、高低压成套配电装置、日用电器元件、机床电器、船用电器、核用电器、矿用电器、避雷器、电容器、变压器、互感器、绝缘子、电抗器、高原电器、汽车电子电气、机车车辆电器、航空电器、电力金具、电器节能产品、电磁兼容、化学物质、环境、可靠性、低碳、抗震、防爆、太阳能光伏、风电设备、电源设备、电机、电缆、自动化元件及控制系统、电器测试仪器的检测和校准、检测技术方面的技术开发、技术转让、技术咨询和技术培训、技术服务、检测服务;电器产品型式试验及抽样试验;检验设备监理、检验工程安装及维修;道路普通货物运输。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300216","千山退","2011-05-11","私营企业","2020-09-16","创业板","专用设备制造业","C35","工业","0005","361434920","制造、销售制药机械、食品饮料机械、包装机械及备品备件、包装材料;销售电器及法律法规和政策允许的金属材料;提供制药机械维修、技术咨询服务;自营和代理各类商品和技术的进出口,但国家限定公司经营或禁止进出口的商品和技术除外。健康管理,营养健康咨询服务;医疗咨询(不含医疗诊断);互联网信息服务;药品、医疗器械互联网信息服务;电信代办业务;软件服务。医疗器械;药品、生物试剂研发。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300217","东方电热","2011-05-18","私营企业","","创业板","电气机械及器材制造业","C38","工业","0005","1273493706","电加热元件、电加热管(器)、PTC电加热器、铝箔加热器、化霜加热器、防爆加热器、电加热带(线)、电伴热带及电加热材料、电热电器、电加热系统的研发、制造、销售、技术转让和服务;经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的出口业务(国家限定企业经营或禁止进出口的商品及技术除外);道路普通货物运输。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"300218","安利股份","2011-05-18","中外合资","","创业板","橡胶和塑料制品业","C29","工业","0005","216987000","生产和销售各类中高档人造革、合成革及原料(树脂、溶剂、色料、颜料、填料、助剂、表面处理剂、基布、TPU、离型纸等),纺织品,机器设备,以及其他高分子复合材料等。"
"300219","鸿利智汇","2011-05-18","私营企业","","创业板","计算机、通信和其他电子设备制造业","C39","工业","0005","707943506","电气机械和器材制造业(具体经营项目请登陆广州市商事主体信息公示平台查询。依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"300220","金运激光","2011-05-25","私营企业","","创业板","计算机、通信和其他电子设备制造业","C39","工业","0005","151200000","光机电系列激光设备、激光器的研制、生产、销售及技术服务;数控系统及软件的开发、销售及技术服务;电源系统的开发;数控设备、电源设备的销售及技术服务;货物进出口、技术进出口、代理进出口业务(不含国家禁止或限制进出口的货物或技术);打印设备制造、打印加工服务;信息系统集成服务;自动售货机的研发、生产、销售、租赁;计算机软硬件的开发、销售及技术服务;房屋租赁;物业管理;水电费代收。(依法须经审批的项目,经相关部门审批后方可开展经营活动)。"
"300221","银禧科技","2011-05-25","中外合资","","创业板","橡胶和塑料制品业","C29","工业","0005","449943563","生产和销售改性塑料(原料为新料),塑料制品,化工制品(不含危险化学品)。金属制品、精密模具、精密零组件;从事上述产品的批发和进出口业务(不涉及国营贸易管理商品,涉及配额、许可证管理商品、涉及行业许可管理的,按照国家有关规定办理申请);设立研发机构、研究和开发上述产品(依法须经批准的项目,经相关部门批准后方可开展营活动。)"
"300222","科大智能","2011-05-25","私营企业","","创业板","电气机械及器材制造业","C38","工业","0005","723762090","一般项目:人工智能系统、高端装备智能制造系统的技术开发、技术服务,服务机器人、工业机器人、物流机器人、巡检机器人产品研发和销售,智能化工厂系统、智能化物流系统、智能化巡检系统设计与服务,云平台服务,智能配电网监控通讯装置与自动化系统软硬件产品的生产、销售,输配电及控制监测设备、通讯设备的销售,输配电及控制监测设备、通讯设备系统领域内的技术开发、技术转让、技术咨询、技术服务,电动汽车充电设备、能源储存设备及软件的研发与销售,电力工程设计施工,承装(修、试)电力设施,通信建设工程施工,自有设备租赁,货物及技术的进出口业务。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)"
